1073.0,3.5
1073.0,3.5
1177.0,3.5
1640.0,3.5
1640.0,3.5
1489.0,3.5
1323.0,3.5
1323.0,3.5
1223.0,3.5
2245.0,3.5
2245.0,3.5
2336.0,3.5
2343.0,3.5
2343.0,3.5
2817.0,3.5
3393.0,3.5
3393.0,3.5
3682.0,3.5
4409.0,3.5
4409.0,3.5
4755.0,3.5
6399.0,2.95
6399.0,2.95
5962.0,2.95
6552.0,2.8
6552.0,2.8
6795.0,2.7
9108.0,2.61
9108.0,2.61
9547.0,2.6
9805.0,2.3
9805.0,2.3
10143.0,2.1
9749.0,1.9
9749.0,1.9
9997.0,1.9
9923.0,1.86
9923.0,1.86
10106.0,1.8
10059.0,1.86
10059.0,1.86
10260.0,1.79
10549.0,1.75
10549.0,1.75
10671.0,1.75
10988.0,1.75
10988.0,1.75
11047.0,1.75
11191.0,1.75
11191.0,1.75
11278.0,1.75
11411.0,1.75
11411.0,1.75
11462.0,1.75
11608.0,1.75
11608.0,1.75
11663.0,1.75
11752.0,1.75
11752.0,1.75
11306.0,1.75
10749.0,1.75
10749.0,1.75
10171.0,1.79
9871.0,2.1
9871.0,2.1
8931.0,2.6
8764.0,2.51
8764.0,2.51
8694.0,2.56
6536.0,3.4
6536.0,3.4
6152.0,3.4
6068.0,3.4
6068.0,3.4
5757.0,3.5
5939.0,3.6
5939.0,3.6
5714.0,3.8
4937.0,3.8
4937.0,3.8
4089.0,3.8
3641.0,3.05
3641.0,3.05
3437.0,3.05
3561.0,3.05
3561.0,3.05
3420.0,3.05
3007.0,3.0
3007.0,3.0
2985.0,3.0
2830.0,3.0
2830.0,3.0
2850.0,3.0
2946.0,3.0
2946.0,3.0
2933.0,3.0
2882.0,3.0
2882.0,3.0
3062.0,3.0
2892.0,2.9
2892.0,2.9
2905.0,2.91
2918.0,2.91
2918.0,2.91
3000.0,2.89
2655.0,2.78
2655.0,2.78
2801.0,2.71
2926.0,2.71
2926.0,2.71
